Event ID,COUNTRY,STATE,CITY,EVENT CODE,Event Type,POPULATION
1574,Argentina,,,0411,Economy / Stock Index / Increase,Merval
1575,Mexico,,,0412,Economy / Stock Index / Decrease,MEXBOL
1576,Peru,,,0412,Economy / Stock Index / Decrease,IGBVL
1577,Argentina,,,033,Illness / Common,380
1578,Bolivia,,,033,Illness / Common,16
1579,Chile ,,,033,Illness / Common,142
1580,Colombia,,,033,Illness / Common,120
1581,Costa Rica,,,033,Illness / Common,14
1582,Ecuador,,,033,Illness / Common,7
1583,El Salvador,,,033,Illness / Common,7
1584,French Guiana,,,033,Illness / Common,4
1585,Guatemala,,,033,Illness / Common,13
1586,Honduras,,,033,Illness / Common,6
1587,Mexico,,,033,Illness / Common,14
1588,Nicaragua,,,033,Illness / Common,0
1589,Panamá,,,033,Illness / Common,14
1590,Paraguay,,,033,Illness / Common,14
1591,Peru,,,033,Illness / Common,14
1592,Nicaragua,Managua,Managua,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1594,Bolivia,La Paz,La Paz,0112,Civil Unrest / Employment & Wages / Violent,General Population
1595,Bolivia,Potosí,Potosí,0112,Civil Unrest / Employment & Wages / Violent,General Population
1596,Bolivia,Cochabamba,Cochabamba,0142,Civil Unrest / Other Economic / Violent,General Population
1597,Uruguay,Montevideo,Montevideo,0151,Civil Unrest / Other Government / Non-Violent,Education
1598,Argentina,NA,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Business
1599,Argentina,NA,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1600,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Legal
1601,Bolivia,La Paz,La Paz,0112,Civil Unrest / Employment & Wages / Violent,Medical
1602,Bolivia,La Paz,La Paz,0112,Civil Unrest / Employment & Wages / Violent,Education
1603,Argentina,Buenos Aires,La Plata,0142,Civil Unrest / Other Economic / Violent,Agricultural
1604,Colombia,Cauca,Santander de Quilichao,0151,Civil Unrest / Other Government / Non-Violent,Ethnic
1605,Guyana,Demerara-Mahaica,Georgetown,0151,Civil Unrest / Other Government / Non-Violent,Ethnic
1606,Uruguay,NA,NA,0151,Civil Unrest / Other Government / Non-Violent,Education
1607,Venezuela,NA,NA,0161,Civil Unrest / Other / Non-Violent,General Population
1608,Venezuela,Capital District,Caracas,0161,Civil Unrest / Other / Non-Violent,Education
1609,Venezuela,,,0412,Economy / Stock Index / Decrease,IBVC
1610,Guyana,Pomeroon-Supenaam,Anna Regina,0111,Civil Unrest / Employment & Wages / Non-Violent,Agricultural
1611,Brazil,Rio de Janeiro,Rio de Janeiro,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1612,Costa Rica,San Jose,San Jose,0151,Civil Unrest / Other Government / Non-Violent,General Population
1613,Panamá,Panama,Panama,0151,Civil Unrest / Other Government / Non-Violent,Medical
1614,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,Media
1615,Bolivia,La Paz,La Paz,0111,Civil Unrest / Employment & Wages / Non-Violent,Business
1616,Panamá,Panama,Panama,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
1617,Uruguay,NA,NA,0151,Civil Unrest / Other Government / Non-Violent,Labor
1618,Uruguay,Montevideo,Montevideo,0151,Civil Unrest / Other Government / Non-Violent,General Population
1619,Colombia,,,0412,Economy / Stock Index / Decrease,COLCAP
1620,Venezuela,,,0412,Economy / Stock Index / Decrease,IBVC
1621,Argentina,NA,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1622,Costa Rica,NA,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1623,Venezuela,,,0412,Economy / Stock Index / Decrease,IBVC
1624,Argentina,,,033,Illness / Common,692
1625,Bolivia,,,033,Illness / Common,17
1626,Chile ,,,033,Illness / Common,189
1627,Colombia,,,033,Illness / Common,103
1628,Costa Rica,,,033,Illness / Common,7
1629,Ecuador,,,033,Illness / Common,18
1630,El Salvador,,,033,Illness / Common,11
1631,French Guiana,,,033,Illness / Common,11
1632,Guatemala,,,033,Illness / Common,16
1633,Honduras,,,033,Illness / Common,4
1634,Mexico,,,033,Illness / Common,13
1635,Nicaragua,,,033,Illness / Common,0
1636,Panamá,,,033,Illness / Common,16
1637,Paraguay,,,033,Illness / Common,18
1638,Peru,,,033,Illness / Common,24
1639,Argentina,NA,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1640,Bolivia,Santa Cruz,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
1641,Guyana,Demerara-Mahaica,West Coast Demerara,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1642,Colombia,Casanare,San Luis de Palenque,0132,Civil Unrest / Energy & Resources / Violent,General Population
1643,Colombia,Casanare,Trinidad,0132,Civil Unrest / Energy & Resources / Violent,General Population
1644,Chile,Metropolitana,Santiago,0152,Civil Unrest / Other Government / Violent,Education
1645,Chile,Valparaiso,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1646,Venezuela,Capital District,Caracas,0122,Civil Unrest / Housing / Violent,General Population
1647,Venezuela,Bolivar,NA,0151,Civil Unrest / Other Government / Non-Violent,Labor
1648,Chile,Atacama,Freirina,0161,Civil Unrest / Other / Non-Violent,General Population
1649,Honduras,Mosquito Coast Region,NA,0162,Civil Unrest / Other / Violent,General Population
1650,Costa Rica,,,0411,Economy / Stock Index / Increase,CRSMBCT
1651,Chile,Antofagasta,Calama,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1652,Panamá,Chiriquí,Tabasará,0132,Civil Unrest / Energy & Resources / Violent,Ethnic
1653,Panamá,Los Santos,La villa de Los Santos,0151,Civil Unrest / Other Government / Non-Violent,General Population
1654,Venezuela,NA,NA,0151,Civil Unrest / Other Government / Non-Violent,General Population
1655,Mexico,NA,Mexico City,0161,Civil Unrest / Other / Non-Violent,Education
1656,Guyana,Demerara-Mahaica,Enmore,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1657,Nicaragua,Leon,Malpaisillo,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1658,Chile,Valparaiso,Valparaiso,0162,Civil Unrest / Other / Violent,Labor
1659,Peru,Cusco,Espinar,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1660,Chile,Valparaiso,Valparaiso,0152,Civil Unrest / Other Government / Violent,Education
1661,Venezuela,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1662,Peru,Cusco,Espinar,0132,Civil Unrest / Energy & Resources / Violent,General Population
1664,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,General Population
1665,Argentina,,,033,Illness / Common,901
1666,Bolivia,,,033,Illness / Common,23
1667,Chile ,,,033,Illness / Common,276
1668,Colombia,,,033,Illness / Common,96
1669,Costa Rica,,,033,Illness / Common,10
1670,Ecuador,,,033,Illness / Common,11
1671,El Salvador,,,033,Illness / Common,12
1672,French Guiana,,,033,Illness / Common,11
1673,Guatemala,,,033,Illness / Common,16
1674,Honduras,,,033,Illness / Common,4
1675,Mexico,,,033,Illness / Common,18
1676,Nicaragua,,,033,Illness / Common,0
1677,Panamá,,,033,Illness / Common,35
1678,Paraguay,,,033,Illness / Common,36
1679,Paraguay,,,033,Illness / Common,56
1681,Chile,Maule,Talca,0132,Civil Unrest / Energy & Resources / Violent,Agricultural
1682,Argentina,Santa Fe,Ruffino,0151,Civil Unrest / Other Government / Non-Violent,Agricultural
1683,Nicaragua,Managua,Managua,0151,Civil Unrest / Other Government / Non-Violent,Education
1684,Argentina,NA,Buenos Aires,0161,Civil Unrest / Other / Non-Violent,General Population
1685,Mexico,NA,Mexico City,0161,Civil Unrest / Other / Non-Violent,Education
1686,Mexico,Jalisco,Guadelajara,0161,Civil Unrest / Other / Non-Violent,Education
1687,Venezuela,Anzoategui ,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1688,Venezuela,Merida,Merida,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1689,Bolivia,Santa Cruz,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1690,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,General Population
1691,Panamá,Panama,Panama,0162,Civil Unrest / Other / Violent,Education
1692,Chile,Los Lagos,Castro,0161,Civil Unrest / Other / Non-Violent,General Population
1693,Honduras,Distrito Central,Tegucigalpa,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1694,Honduras,Distrito Central,Tegucigalpa,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
1695,Honduras,Distrito Central,Tegucigalpa,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1696,Guyana,Demerara-Mahaica,Enmore,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1697,Uruguay,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1698,Bolivia,Potosí,Mallku Khota,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
1699,Bolivia,,,033,Illness / Common,35
1700,Chile ,,,033,Illness / Common,400
1701,Colombia,,,033,Illness / Common,61
1702,Costa Rica,,,033,Illness / Common,17
1703,Ecuador,,,033,Illness / Common,21
1704,El Salvador,,,033,Illness / Common,29
1705,Honduras,,,033,Illness / Common,11
1706,Mexico,,,033,Illness / Common,8
1707,Nicaragua,,,033,Illness / Common,0
1708,Panamá,,,033,Illness / Common,18
1709,Paraguay,,,033,Illness / Common,56
1710,Peru,,,033,Illness / Common,16
1711,Colombia,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
1712,Bolivia,La Paz,NA,0132,Civil Unrest / Energy & Resources / Violent,Labor
1713,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,General Population
1714,Chile,Metropolitana,Lampa,0161,Civil Unrest / Other / Non-Violent,General Population
1715,Venezuela,Capital District,Caracas,0161,Civil Unrest / Other / Non-Violent,Labor
1716,Panamá,Panama,Panama,0162,Civil Unrest / Other / Violent,Education
1717,Chile,,,0412,Economy / Stock Index / Decrease,CHILE65
1718,Panamá,,,0412,Economy / Stock Index / Decrease,BVPSBVPS
1719,Mexico,,,0411,Economy / Stock Index / Increase,MEXBOL
1720,Colombia,Tolima,Melgar,0161,Civil Unrest / Other / Non-Violent,General Population
1721,Colombia,Cordoba,Puerto Libertador,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
1722,Colombia,Bogota,Bogota,0151,Civil Unrest / Other Government / Non-Violent,General Population
1723,Colombia,Bogota,Bogota,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
1724,Costa Rica,San Jose,San Jose,0161,Civil Unrest / Other / Non-Violent,General Population
1725,Costa Rica,San Jose,San Jose,0151,Civil Unrest / Other Government / Non-Violent,General Population
1726,Costa Rica,Guanacaste,NA,0151,Civil Unrest / Other Government / Non-Violent,General Population
1727,Costa Rica,Puntarenas,NA,0151,Civil Unrest / Other Government / Non-Violent,General Population
1728,Costa Rica,Limon,NA,0151,Civil Unrest / Other Government / Non-Violent,General Population
1729,Costa Rica,San Jose,San Jose,0151,Civil Unrest / Other Government / Non-Violent,General Population
1730,Costa Rica,San Jose,San Jose,0161,Civil Unrest / Other / Non-Violent,Education
1731,Costa Rica,San Jose,San Jose,0161,Civil Unrest / Other / Non-Violent,Medical
1732,Costa Rica,Limon,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
1733,Costa Rica,San Jose,San Jose,0111,Civil Unrest / Employment & Wages / Non-Violent,Agricultural
1734,Panamá,NA,NA,0152,Civil Unrest / Other Government / Violent,General Population
1735,Panamá,Veraguas,Santiago,0151,Civil Unrest / Other Government / Non-Violent,General Population
1736,Panamá,Veraguas,Santiago,0151,Civil Unrest / Other Government / Non-Violent,General Population
1737,Panamá,Bocas del Toro,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Agricultural
1738,Panamá,Bocas del Toro,Boca del Drago,0161,Civil Unrest / Other / Non-Violent,General Population
1739,Panamá,NA,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1740,Panamá,Panama,Panama City,0132,Civil Unrest / Energy & Resources / Violent,General Population
1741,Panamá,Panama,Panama City,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1742,Honduras,Distrito Central,Tegucigalpa,0111,Civil Unrest / Employment & Wages / Non-Violent,Legal
1743,Honduras,Cortes,San Pedro Sula,0111,Civil Unrest / Employment & Wages / Non-Violent,Legal
1744,Honduras,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
1745,El Salvador,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
1746,El Salvador,San Salvador,San Salvador,0151,Civil Unrest / Other Government / Non-Violent,General Population
1747,El Salvador,San Salvador,San Salvador,0151,Civil Unrest / Other Government / Non-Violent,Education
1748,El Salvador,San Miguel,San Miguel,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
1749,El Salvador,La Union,La Union,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
1750,El Salvador,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
1751,El Salvador,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1752,El Salvador,San Salvador,Mejicanos,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
1753,Nicaragua,Managua,Managua,0161,Civil Unrest / Other / Non-Violent,General Population
1754,Nicaragua,NA,NA,0161,Civil Unrest / Other / Non-Violent,Agricultural
1756,Nicaragua,Managua,Managua,0152,Civil Unrest / Other Government / Violent,General Population
1757,Guyana,Demerara-Mahaica,Georgetown,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1758,Uruguay,Montevideo,Montevideo,0161,Civil Unrest / Other / Non-Violent,Education
1759,Uruguay,Tacuarembó,Tacuarembó,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1760,Uruguay,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1761,Uruguay,NA,NA,0161,Civil Unrest / Other / Non-Violent,Education
1762,Uruguay,NA,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,Agricultural
1763,Uruguay,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1765,Venezuela,Merida,Merida,0112,Civil Unrest / Employment & Wages / Violent,Education
1766,Venezuela,Capital District,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1767,Venezuela,Lara,Barquisimeto,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1768,Venezuela,Zulia,Perija,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1769,Venezuela,Barinas,NA,0151,Civil Unrest / Other Government / Non-Violent,Labor
1770,Venezuela,Capital District,Caracas,0121,Civil Unrest / Housing / Non-Violent,General Population
1771,Venezuela,Capital District,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1772,Venezuela,Bolivar,Puerto Ordaz ,0161,Civil Unrest / Other / Non-Violent,Labor
1773,Venezuela,Capital District,Caracas,0161,Civil Unrest / Other / Non-Violent,General Population
1774,Venezuela,Lara,Barquisimeto,0132,Civil Unrest / Energy & Resources / Violent,General Population
1775,Venezuela,Capital District,Caracas,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1776,Venezuela,Anzoátegui ,Puerto la Cruz ,0161,Civil Unrest / Other / Non-Violent,General Population
1778,Venezuela,Miranda,Chacao,0121,Civil Unrest / Housing / Non-Violent,General Population
1779,Venezuela,Capital District,Caracas,0112,Civil Unrest / Employment & Wages / Violent,General Population
1780,Venezuela,Capital District,Caracas,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1781,Venezuela,Capital District,Caracas,0112,Civil Unrest / Employment & Wages / Violent,Labor
1782,Venezuela,Capital District,Caracas,0122,Civil Unrest / Housing / Violent,General Population
1783,Venezuela,Trujillo,Motatán cacerolazos,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1784,Venezuela,Trujillo,San Rafael de Carvajal,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1785,Venezuela,Trujillo,Valera,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1786,Venezuela,Trujillo,Trujillo,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1787,Venezuela,Trujillo,Pampanito,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1788,Venezuela,Trujillo,Betijoque,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1789,Venezuela,Capital District,Caracas,0162,Civil Unrest / Other / Violent,General Population
1790,Venezuela,Capital District,Caracas,0161,Civil Unrest / Other / Non-Violent,General Population
1791,Venezuela,Tachira,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
1792,Venezuela,Zulia,Maracaibo,0161,Civil Unrest / Other / Non-Violent,General Population
1793,Venezuela,Sucre,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1794,Venezuela,Aragua,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1795,Venezuela,Carabobo,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1796,Venezuela,Lara,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1797,Venezuela,Portuguesa,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1798,Venezuela,Merida,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1799,Venezuela,Tachira,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1800,Venezuela,Sucre,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1801,Venezuela,Miranda,Guarenas,0121,Civil Unrest / Housing / Non-Violent,General Population
1802,Argentina,NA,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Business
1803,Argentina,NA,Buenos Aires,0141,Civil Unrest / Other Economic / Non-Violent,Business
1804,Argentina,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1805,Argentina,NA,Buenos Aires,0161,Civil Unrest / Other / Non-Violent,General Population
1806,Argentina,NA,Buenos Aires,0141,Civil Unrest / Other Economic / Non-Violent,General Population
1807,Argentina,NA,Buenos Aires,0161,Civil Unrest / Other / Non-Violent,General Population
1808,Argentina,NA,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1809,Argentina,NA,Buenos Aires,0141,Civil Unrest / Other Economic / Non-Violent,General Population
1810,Argentina,NA,NA,0141,Civil Unrest / Other Economic / Non-Violent,Agricultural
1811,Argentina,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1812,Argentina,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1813,Argentina,NA,Buenos Aires ,0141,Civil Unrest / Other Economic / Non-Violent,General Population
1814,Argentina,Chubut ,NA,0112,Civil Unrest / Employment & Wages / Violent,Labor
1815,Argentina,NA,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,Labor
1816,Argentina,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1817,Argentina,Buenos Aires,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1818,Argentina,NA,Buenos Aires,0161,Civil Unrest / Other / Non-Violent,General Population
1819,Bolivia,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
1820,Bolivia,Santa Cruz,Santa Cruz,0161,Civil Unrest / Other / Non-Violent,Labor
1821,Bolivia,La Paz,Colquiri,0112,Civil Unrest / Employment & Wages / Violent,Labor
1822,Bolivia,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
1823,Bolivia,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1824,Bolivia,La Paz,La Paz,0132,Civil Unrest / Energy & Resources / Violent,Ethnic
1825,Bolivia,Tarija,Yacuiba,0161,Civil Unrest / Other / Non-Violent,General Population
1826,Bolivia,Cochabamba,NA,0151,Civil Unrest / Other Government / Non-Violent,Ethnic
1827,Bolivia,La Paz,La Paz,0161,Civil Unrest / Other / Non-Violent,General Population
1828,Chile,Bío Bío,Arauco,0142,Civil Unrest / Other Economic / Violent,General Population
1829,Chile,Valparaíso ,Reñaca,0161,Civil Unrest / Other / Non-Violent,Education
1830,Chile,Metropolitana,Santiago,0161,Civil Unrest / Other / Non-Violent,General Population
1831,Chile,Metropolitana,Santiago,0162,Civil Unrest / Other / Violent,General Population
1832,Chile,"Tarapacá",NA,0151,Civil Unrest / Other Government / Non-Violent,Labor
1833,Chile,NA,NA,0152,Civil Unrest / Other Government / Violent,Education
1834,Chile,Metropolitana,Santiago,0141,Civil Unrest / Other Economic / Non-Violent,General Population
1835,Chile,Metropolitana,Santiago,0161,Civil Unrest / Other / Non-Violent,General Population
1836,Chile,Metropolitana,Santiago,0152,Civil Unrest / Other Government / Violent,Education
1837,Chile,Metropolitana,Santiago,0151,Civil Unrest / Other Government / Non-Violent,Education
1838,Chile,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1839,Honduras,Districto Central,Tegulcigalpa,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1840,Honduras,Districto Central,Tegulcigalpa,0131,Civil Unrest / Energy & Resources / Non-Violent,Agricultural
1841,Honduras,Choluteca,Choluteca,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1842,Mexico,NA,Mexico City,0161,Civil Unrest / Other / Non-Violent,General Population
1843,Mexico,Nuevo Leon,Monterrey,0161,Civil Unrest / Other / Non-Violent,General Population
1844,Mexico,Jalisco,Guadalajara,0161,Civil Unrest / Other / Non-Violent,General Population
1845,Mexico,Guerrero,Acapulco de Juarez,0161,Civil Unrest / Other / Non-Violent,General Population
1846,Mexico,Oaxaca,Oaxaca de Juarez,0161,Civil Unrest / Other / Non-Violent,General Population
1847,Mexico,Puebla,Heroica Puebla de Zaragoza,0161,Civil Unrest / Other / Non-Violent,General Population
1848,Mexico,Queretaro,Santiago de Queretaro,0161,Civil Unrest / Other / Non-Violent,General Population
1849,Mexico,Mexico,Toluca de Lerdo,0161,Civil Unrest / Other / Non-Violent,General Population
1850,Mexico,Chiapas,Tuxtla Gutierrez,0161,Civil Unrest / Other / Non-Violent,General Population
1851,Mexico,Quintana Roo,Cancun,0161,Civil Unrest / Other / Non-Violent,General Population
1852,Mexico,Morelos,Cuernavaca,0161,Civil Unrest / Other / Non-Violent,General Population
1853,Brazil,Parana,Guarapuava,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
1854,Brazil,Parana,Curitiba,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
1855,Brazil,Rio Grande do Sul,Porto Alegre,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
1856,Brazil,Federal District,Brasilia,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
1857,Brazil,Santa Catarina,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
1859,Brazil,Rio de Janeiro,Rio de Janeiro,0131,Civil Unrest / Energy & Resources / Non-Violent,General population
1860,Brazil,Para,Altamira,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
1861,Brazil,Rio de Janeiro,Rio de Janeiro,0161,Civil Unrest / Other / Non-Violent,General population
1862,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,General population
1863,Brazil,Rio de Janeiro,Rio de Janeiro,0131,Civil Unrest / Energy & Resources / Non-Violent,General population
1864,Brazil,Rio de Janeiro,Rio de Janeiro,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
1865,Brazil,Rio de Janeiro,Rio de Janeiro,0131,Civil Unrest / Energy & Resources / Non-Violent,General population
1866,Ecuador,Guayas,Guayaquil,0141,Civil Unrest / Other Economic / Non-Violent,Agricultural
1867,Ecuador,Carchi,Tulcán,0131,Civil Unrest / Energy & Resources / Non-Violent,General population
1868,Ecuador,Santo Domingo de los Tsáchilas,Santo Domingo,0151,Civil Unrest / Other Government / Non-Violent,General population
1869,Ecuador,Guayas,Guayaquil,0131,Civil Unrest / Energy & Resources / Non-Violent,General population
1870,Paraguay,Central,Luque,0151,Civil Unrest / Other Government / Non-Violent,General population
1871,Paraguay,Canendiyú,Curuguaty,0132,Civil Unrest / Energy & Resources / Violent,General population
1872,Paraguay,Caazapá,San Juan Nepomuceno,0151,Civil Unrest / Other Government / Non-Violent,General population
1873,Paraguay,Alto Paraná,Ciudad del Este,0151,Civil Unrest / Other Government / Non-Violent,General population
1874,Peru,Arequipa,Arequipa,0111,Civil Unrest / Employment & Wages / Non-Violent,Legal
1875,Peru,Lima Province,Lima,0111,Civil Unrest / Employment & Wages / Non-Violent,Legal
1876,Peru,Cajamarca,Cajamarca,0131,Civil Unrest / Energy & Resources / Non-Violent,General population
1877,Peru,Cusco,Espinar,0112,Civil Unrest / Employment & Wages / Violent,Labor
1878,Peru,Arequipa,Arequipa,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
1879,Peru,Arequipa,Arequipa,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
1881,Peru,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
1882,Peru,Puno,Puno,0131,Civil Unrest / Energy & Resources / Non-Violent,Labor
1883,Guatemala,Guatemala,Guatemala City,0152,Civil Unrest / Other Government / Violent,Education
1884,Guatemala,San Marcos,San Petro Sacatepequez,0151,Civil Unrest / Other Government / Non-Violent,Education
1885,Guatemala,Guatemala,San Pedro Ayampuc,0132,Civil Unrest / Energy & Resources / Violent,General Population
1886,Guatemala,Quiche,Chichicastenango,0161,Civil Unrest / Other / Non-Violent,General Population
1887,Guatemala,Huehuetenango,Huehuetenango,0131,Civil Unrest / Energy & Resources / Non-Violent,Education
1888,Guatemala,Peten,Santa Elena  (San Benito),0131,Civil Unrest / Energy & Resources / Non-Violent,General population
1889,Guatemala,Huehuetenango,Huehuetenango,0161,Civil Unrest / Other / Non-Violent,General Population
1890,Guatemala,Quiche,Quiche,0131,Civil Unrest / Energy & Resources / Non-Violent,Agricultural
1891,Chile,,,0411,Economy / Stock Index / Increase,CHILE65
1892,Panamá,,,0411,Economy / Stock Index / Increase,BVPSBVPS
1893,Chile,,,0411,Economy / Stock Index / Increase,CHILE65
1894,Costa Rica,,,0411,Economy / Stock Index / Increase,CRSMBCT
1895,Colombia,,,0412,Economy / Stock Index / Decrease,COLCAP
1896,Colombia,,,0412,Economy / Stock Index / Decrease,COLCAP
1897,Chile,,,0421,Economy / Currency Exchange / Increase,CLP
1898,Chile,,,0421,Economy / Currency Exchange / Increase,CLP
1899,Chile,,,0421,Economy / Currency Exchange / Increase,CLP
1900,Chile,,,0422,Economy / Currency Exchange / Decrease,CLP
1901,Brazil,,,0422,Economy / Currency Exchange / Decrease,BRL
1902,Brazil,,,0421,Economy / Currency Exchange / Increase,BRL
1903,Brazil,,,0421,Economy / Currency Exchange / Increase,BRL
1904,Brazil,,,0422,Economy / Currency Exchange / Decrease,BRL
1905,Brazil,,,0421,Economy / Currency Exchange / Increase,BRL
1906,Brazil,,,0422,Economy / Currency Exchange / Decrease,BRL
1907,Brazil,,,0422,Economy / Currency Exchange / Decrease,BRL
1908,Brazil,,,0422,Economy / Currency Exchange / Decrease,BRL
1909,Argentina,,,0421,Economy / Currency Exchange / Increase,ARS
1910,Argentina,,,0422,Economy / Currency Exchange / Decrease,ARS
1911,Argentina,,,0421,Economy / Currency Exchange / Increase,ARS
1912,Argentina,,,0422,Economy / Currency Exchange / Decrease,ARS
1913,Argentina,,,0421,Economy / Currency Exchange / Increase,ARS
1914,Mexico,,,0421,Economy / Currency Exchange / Increase,MXN
1915,Mexico,,,0422,Economy / Currency Exchange / Decrease,MXN
1916,Mexico,,,0421,Economy / Currency Exchange / Increase,MXN
1917,Mexico,,,0421,Economy / Currency Exchange / Increase,MXN
